Gruppe;Code;EANNummer;Hersteller;Deutsche Produktbezeichnung;Englische Produktbezeichnung;Menge;Einheit;ISO-Code;Chemica BioChemica;CAS-Nr;eClass-Version;eClass;NAG;HS-Nr;EG-Nr;Summenformel;UN-Nr;Tunnelbeschränkungscode;Transportbezeichnung Landverkehr;Klasse / Verpackungsgruppe;Begrenzte Menge (LQ);Dichte;Schmelzpunkt;Lagerung;Haltbarkeit in Monaten;LGK;WGK;M;H-Sätze;P-Sätze;Signalwort;Gefahrstoffsymbole;Versand;Trockeneiszuschlag;Chargenpflicht;Endverbleibserklärung;Exportverbote und -einschränkungen;Chemiewaffentauglich;Explosivstoffetauglichkeit;Drogenausgangsstoff;Bruttogewicht;Nettogewicht;Volumen;Produktlink;Produktinfo;Sicherheitsdatenblatt Deutschland;Sicherheitsdatenblatt Schweiz;Analysezertifikat verfügbar;Bild;PHYSIKALISCHE DATEN;QUALITÄT;HEADLINE KOMMENTAR;KURZBESCHREIBUNG;URSPRUNG;PHYSICAL DESCRIPTION;QUALTIY;HEADLINE COMMENT;SHORTDESCRIPTION;Origin;Tunnel code;N.A.G.;Technicher Name
LC;175208.0011;8432647314271;PanReac AppliChem;Pepsin 1:10.000 NF;Pepsin 1:10.000 NF;1000;g;GRM;;9001-75-6;6.2;34160000;;35079090;232-629-3;;;;;;Nein;;;2 - 8°C;48;10 - 13;1;;H315-H319-H334-H335;P284-P305+P351+P338-P342+P311-P403+P233-P405-P501;Gefahr;GHS07 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;1,160;1,000;;https://www.itwreagents.com/download_file/tds/175208/en/tds_175208_en.pdf;;https://www.itwreagents.com/download_file/sds/175208/de/sds_175208_de.pdf;https://www.itwreagents.com/download_file/sds/175208/ch/sds_175208_de.pdf;Ja;175208.0011.png;fest;;;;;Solid;;;;;;;
LC;175305.0716;8432647314387;PanReac AppliChem;Natriumchlorid - Lösung ASTM B117, ISO 9227;Sodium Chloride solution ASTM B117, ISO 9227;25;L;LTR;Chemica;7647-14-5;6.2;38050204;;25010010;231-598-3;NaCl;;;;;Nein;1,035 kg/l;;;48;10 - 13;nwg;58,44 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;27,375;25,875;25;https://www.itwreagents.com/download_file/tds/175305/en/tds_175305_en.pdf;;https://www.itwreagents.com/download_file/sds/175305/de/sds_175305_de.pdf;https://www.itwreagents.com/download_file/sds/175305/ch/sds_175305_de.pdf;Ja;LC-group.png;flüssig;;für Salznebel;;;liquid;;for saline spray (fog);;;;;
LC;175570.0446;;PanReac AppliChem;Kjeldahl-Tabletten (Katalysator mit 9 % CuSO? · 5H?O und 0,9 % Se);Kjeldahl tablets (Catalyst with 9 % CuSO? · 5H?O and 0.9 % Se);1000;x 4 g;x 4 GRM;;;6.2;32140000;Kupfersulfat;38221900;;;UN3077;E;UMWELTGEFÄHRDENDER STOFF, FEST, N.A.G.;9/III;Ja;;;RT;36;10 - 13;3;;H318-H400-H411;P273-P280-P305+P351+P338-P310-P391-P501;Gefahr;GHS05 GHS09;RT;Nein;Ja;Nein;;Nein;Nein;;4,314;4,000;;https://www.itwreagents.com/download_file/tds/175570/en/tds_175570_en.pdf;;https://www.itwreagents.com/download_file/sds/175570/de/sds_175570_de.pdf;https://www.itwreagents.com/download_file/sds/175570/ch/sds_175570_de.pdf;Ja;LC-group.png;fest;;;;;Solid;;;;;E;Copper sulfate;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S.
LC;175639.0414;;PanReac AppliChem;Kjeldahl-Tabletten (Katalysator mit 9 % CuSO? · 5H?O);Kjeldahl tablets (Catalyst with 9 % CuSO? · 5H?O);1000;x 5 g;x 5 GRM;;;6.2;32140000;Kupfersulfat;38221900;;;UN3077;(-);UMWELTGEFÄHRDENDER STOFF, FEST, N.A.G.;9/III;Ja;;;RT;36;10 - 13;3;;H318-H400-H411;P273-P280-P305+P351+P338-P310-P391-P501;Gefahr;GHS05 GHS09;RT;Nein;Ja;Nein;;Nein;Nein;;5,326;5,000;;https://www.itwreagents.com/download_file/tds/175639/en/tds_175639_en.pdf;;https://www.itwreagents.com/download_file/sds/175639/de/sds_175639_de.pdf;https://www.itwreagents.com/download_file/sds/175639/ch/sds_175639_de.pdf;Ja;LC-group.png;fest;;;;;Solid;;;;;(-);Copper sulfate;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S.
LC;175748.0922;8432647314950;PanReac AppliChem;Pepsin Pack;Pepsin Pack;1;pack;PK;Chemica;;6.2;34160000;;35079090;;;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/II;Nein;;;2 - 8°C;48;8 B;1;;H290-H314-H334-H335;P280-P303+P361+P353-P305+P351+P338-P310-P321-P342+P311-P362+P364-P405-P501;Gefahr;GHS05 GHS07 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;16,700;14,200;;https://www.itwreagents.com/download_file/tds/175748/en/tds_175748_en.pdf;;https://www.itwreagents.com/download_file/sds/175748/de/sds_175748_de.pdf;https://www.itwreagents.com/download_file/sds/175748/ch/sds_175748_de.pdf;Ja;LC-group.png;;;;Zusatzproduktbeschreibung@zur Analyse von Trichinen;;;;;additional product description@for analysis of trichina;;(E);;Hydrochloric acid
LC;176131.1611;8432647315254;PanReac AppliChem;Azidiol;Azidiol;1000;ml;MLT;Chemica;;6.2;32150000;Azidiol;38221900;;;UN3287;(E);GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, N.A.G.;6.1/III;Ja;1,035 kg/l;;;36;6.1 C;2;;H301-H413;P264-P270-P273-P301+P310-P321-P330-P405-P501;Gefahr;GHS06;RT;Nein;Ja;Nein;;Nein;Nein;;1,720;1,035;1;https://www.itwreagents.com/download_file/tds/176131/en/tds_176131_en.pdf;;https://www.itwreagents.com/download_file/sds/176131/de/sds_176131_de.pdf;https://www.itwreagents.com/download_file/sds/176131/ch/sds_176131_de.pdf;Ja;LC-group.png;flüssig;;zur Konservierung von Milchuntersuchungsproben;;;liquid;;for preserving milk samples;;;(E);Azidiol;Toxic liquid, inorganic, n.o.s.
LC;176408.1214;8432647315735;PanReac AppliChem;Pepsin, flüssig;Liquid Pepsin;5;L;LTR;;9001-75-6;6.2;34160000;;35079090;232-629-3;;;;;;Nein;;;2 - 8°C;10;10 - 13;nwg;;H334;P261-P284-P304+P340-P342+P311-P501;Gefahr;GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;6,245;6,080;5;https://www.itwreagents.com/download_file/tds/176408/en/tds_176408_en.pdf;;https://www.itwreagents.com/download_file/sds/176408/de/sds_176408_de.pdf;https://www.itwreagents.com/download_file/sds/176408/ch/sds_176408_de.pdf;Ja;176408.1214.png;flüssig;;;;aus Schweinemägen;Liquid;;;;from porcine stomach;;;
LC;176448.0914;8432647407010;PanReac AppliChem;Kieselgel 60, (40 - 63 ?m);Silica Gel 60, 40-63 microns;5;kg;KGM;Chemica;112926-00-8;6.2;38130201;;28112200;231-545-4;;;;;;Nein;;;;72;;;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;5,546;5,000;;https://www.itwreagents.com/download_file/tds/176448/en/tds_176448_en.pdf;;https://www.itwreagents.com/download_file/sds/176448/de/sds_176448_de.pdf;https://www.itwreagents.com/download_file/sds/176448/ch/sds_176448_de.pdf;Ja;LC-group.png;fest;;;;;solid;;for chromatography in column;;;;;
LC;176682.0715;;PanReac AppliChem;Natronlauge 32 % (w/w) für die Stickstoffbestimmung;Sodium Hydroxide solution 32 % w/w for nitrogen determination;10;L;LTR;Chemica;1310-73-2;6.2;38100202;;28151200;215-185-5;NaOH;UN1824;(E);NATRIUMHYDROXIDLÖSUNG;8/II;Nein;;;RT;60;8 B;1;40,00 g/mol;H290-H314;P280-P303+P361+P353-P305+P351+P338-P310-P321-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;14,018;13,500;10;https://www.itwreagents.com/download_file/tds/176682/en/tds_176682_en.pdf;;https://www.itwreagents.com/download_file/sds/176682/de/sds_176682_de.pdf;https://www.itwreagents.com/download_file/sds/176682/ch/sds_176682_de.pdf;Ja;LC-group.png;flüssig;;;;;Liquid;;;;;(E);;Sodium hydroxide solution
LC;176682.0716;;PanReac AppliChem;Natronlauge 32 % (w/w) für die Stickstoffbestimmung;Sodium Hydroxide solution 32 % w/w for nitrogen determination;25;L;LTR;Chemica;1310-73-2;6.2;38100202;;28151200;215-185-5;NaOH;UN1824;(E);NATRIUMHYDROXIDLÖSUNG;8/II;Nein;;;RT;60;8 B;1;40,00 g/mol;H290-H314;P280-P303+P361+P353-P305+P351+P338-P310-P321-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;34,871;33,750;30;https://www.itwreagents.com/download_file/tds/176682/en/tds_176682_en.pdf;;https://www.itwreagents.com/download_file/sds/176682/de/sds_176682_de.pdf;https://www.itwreagents.com/download_file/sds/176682/ch/sds_176682_de.pdf;Ja;176682.0716.png;flüssig;;;;;Liquid;;;;;(E);;Sodium hydroxide solution
LC;176682.1214;;PanReac AppliChem;Natronlauge 32 % (w/w) für die Stickstoffbestimmung;Sodium Hydroxide solution 32 % w/w for nitrogen determination;5;L;LTR;Chemica;1310-73-2;6.2;38100202;;28151200;215-185-5;NaOH;UN1824;(E);NATRIUMHYDROXIDLÖSUNG;8/II;Nein;;;RT;60;8 B;1;40,00 g/mol;H290-H314;P280-P303+P361+P353-P305+P351+P338-P310-P321-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;7,168;6,750;5;https://www.itwreagents.com/download_file/tds/176682/en/tds_176682_en.pdf;;https://www.itwreagents.com/download_file/sds/176682/de/sds_176682_de.pdf;https://www.itwreagents.com/download_file/sds/176682/ch/sds_176682_de.pdf;Ja;LC-group.png;flüssig;;;;;Liquid;;;;;(E);;Sodium hydroxide solution
LC;177010.0431;;PanReac AppliChem;Kjeldahl-Tabletten (Katalysator mit 0,4 % CuSO? · 5H?O);Kjeldahl tablets (Catalyst with 0.4 % CuSO? · 5H?O);500;x 6 g;x 6 GRM;;;6.2;32140000;;38221900;;;;;;;Nein;;;RT;36;10 - 13;3;;H412;P273-P501;;;RT;Nein;Ja;Nein;;Nein;Nein;;3,314;3,000;;https://www.itwreagents.com/download_file/tds/177010/en/tds_177010_en.pdf;;https://www.itwreagents.com/download_file/sds/177010/de/sds_177010_de.pdf;https://www.itwreagents.com/download_file/sds/177010/ch/sds_177010_de.pdf;Ja;LC-group.png;fest;;"Zusatzproduktbeschreibung: 6 g Tablette = 5,976 g K2SO4; 0,025 g CuSO4 · 5H2O";;;Solid;;"additional product description: 6 g tablet = 5.976 g K2SO4; 0.025 g CuSO4 · 5H2O";;;;;
LC;177035.1210;;PanReac AppliChem;Florisil® für die Chromatographie 60-100 mesh;Florisil® for chromatography 60-100 mesh;500;g;GRM;Chemica;1343-88-0;6.2;38130209;;28399000;215-681-1;MgSiO?;;;;;Nein;;;RT;100;10 - 13;nwg;100,39 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,560;0,500;;https://www.itwreagents.com/download_file/tds/177035/en/tds_177035_en.pdf;;https://www.itwreagents.com/download_file/sds/177035/de/sds_177035_de.pdf;https://www.itwreagents.com/download_file/sds/177035/ch/sds_177035_de.pdf;Ja;LC-group.png;;;® eingetragenes Warenzeichen der U.S. Silica Company;;;;;® registered trademark of U.S. Silica Company;;;;;
LC;177040.0446;;PanReac AppliChem;Kjeldahl-Tabletten (Katalysator mit 10,26 % CuSO? · 5H?O);Kjeldahl tablets (Catalyst with 10.26 % CuSO? · 5H?O);1000;x 4 g;x 4 GRM;;;6.2;32140000;Kupfersulfat;38221900;;;UN3077;(-);UMWELTGEFÄHRDENDER STOFF, FEST, N.A.G.;9/III;Ja;;;RT;36;10 - 13;3;;H318-H400-H411;P273-P280-P305+P351+P338-P310-P391-P501;Gefahr;GHS05 GHS09;RT;Nein;Ja;Nein;;Nein;Nein;;4,317;4,000;;https://www.itwreagents.com/download_file/tds/177040/en/tds_177040_en.pdf;;https://www.itwreagents.com/download_file/sds/177040/de/sds_177040_de.pdf;https://www.itwreagents.com/download_file/sds/177040/ch/sds_177040_de.pdf;Ja;LC-group.png;fest;;;;;Solid;;;;;(-);Copper sulfate;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S.
LC;177768.0414;;PanReac AppliChem;Kjeldahl-Tabletten (Katalysator mit 4,95 g K?SO? und 0,05 g Se);Kjeldahl tablets (Catalyst with 4.95 g K?SO? and 0.05 g Se);1000;x 5 g;x 5 GRM;;;6.2;32140000;;38221900;;;;;;;Nein;;;RT;36;10 - 13;1;;EUH210;;;;RT;Nein;Ja;Nein;;Nein;Nein;;5,354;5,000;;https://www.itwreagents.com/download_file/tds/177768/en/tds_177768_en.pdf;;https://www.itwreagents.com/download_file/sds/177768/de/sds_177768_de.pdf;https://www.itwreagents.com/download_file/sds/177768/ch/sds_177768_de.pdf;Ja;LC-group.png;fest;;;;;Solid;;;;;;;
Process;177779.0716;8432647452430;PanReac AppliChem;Wässrige Säuremischung: Salzsäure/ Schwefelsäure;Aqueous acid mix: hydrochloric acid/sulfuric acid;25;L;LTR;;;13.0;32169090;SULPHURIC ACID, HYDROCHLORIC ACID;38221900;;;UN3264;(E);ÄTZENDER SAURER ANORGANISCHER FLÜSSIGER STOFF, N.A.G.;8/II;Nein;1,294 kg/l;;;;8 B;;;H290-H314-H318;P280-P303+P361+P353-P305+P351+P338-P310-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Ja;"***Drug Precursors Kat 3***

***Produkt unterliegt der Verordnung (EU) 2019/1148.***";Nein;Ja;3;33,650;32,350;25;https://www.itwreagents.com/download_file/tds/177779/en/tds_177779_en.pdf;;https://www.itwreagents.com/download_file/sds/177779/de/sds_177779_de.pdf;https://www.itwreagents.com/download_file/sds/177779/ch/sds_177779_de.pdf;Ja;logo.png;Fluessigkeit durchlässig;;;;;Clear liquid;;;;;(E);SULPHURIC ACID, HYDROCHLORIC ACID;CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.
LC;181021.0716;8432647315834;PanReac AppliChem;Salzsäure 1 mol/l (1N) (Reag. USP, Ph. Eur.) Maßlösung;Hydrochloric Acid 1 mol/l (1N) (Reag. USP, Ph. Eur.) volumetric solution;25;L;LTR;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/III;Nein;1,011 kg/l;;;72;10 - 13;nwg;36,46 g/mol;H290;P234-P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;26,775;25,275;25;https://www.itwreagents.com/download_file/tds/181021/en/tds_181021_en.pdf;;https://www.itwreagents.com/download_file/sds/181021/de/sds_181021_de.pdf;https://www.itwreagents.com/download_file/sds/181021/ch/sds_181021_de.pdf;Ja;LC-group.png;flüssig;Maßlösung;Indikator: Methylrot;;;liquid;volumetric solution;Indicator: Methyl Red;;;(E);;Hydrochloric acid                                                                                   
LC;181021.1211;8432647315858;PanReac AppliChem;Salzsäure 1 mol/l (1N) (Reag. USP, Ph. Eur.) Maßlösung;Hydrochloric Acid 1 mol/l (1N) (Reag. USP, Ph. Eur.) volumetric solution;1000;ml;MLT;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/III;Ja;1,011 kg/l;;;72;10 - 13;nwg;36,46 g/mol;H290;P234-P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;1,091;1,011;1;https://www.itwreagents.com/download_file/tds/181021/en/tds_181021_en.pdf;;https://www.itwreagents.com/download_file/sds/181021/de/sds_181021_de.pdf;https://www.itwreagents.com/download_file/sds/181021/ch/sds_181021_de.pdf;Ja;181021.1211.png;flüssig;Maßlösung;Indikator: Methylrot;;;liquid;volumetric solution;Indicator: Methyl Red;;;(E);;Hydrochloric acid
LC;181021.1214;8432647315872;PanReac AppliChem;Salzsäure 1 mol/l (1N) (Reag. USP, Ph. Eur.) Maßlösung;Hydrochloric Acid 1 mol/l (1N) (Reag. USP, Ph. Eur.) volumetric solution;5;L;LTR;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/III;Ja;1,011 kg/l;;;72;10 - 13;nwg;36,46 g/mol;H290;P234-P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;5,550;5,055;5;https://www.itwreagents.com/download_file/tds/181021/en/tds_181021_en.pdf;;https://www.itwreagents.com/download_file/sds/181021/de/sds_181021_de.pdf;https://www.itwreagents.com/download_file/sds/181021/ch/sds_181021_de.pdf;Ja;181021.1214.png;flüssig;Maßlösung;Indikator: Methylrot;;;liquid;volumetric solution;Indicator: Methyl Red;;;(E);;Hydrochloric acid                                                                                   
LC;181021.1315;8432647315889;PanReac AppliChem;Salzsäure 1 mol/l (1N) (Reag. USP, Ph. Eur.) Maßlösung;Hydrochloric Acid 1 mol/l (1N) (Reag. USP, Ph. Eur.) volumetric solution;10;L;LTR;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/III;Nein;1,011 kg/l;;;72;10 - 13;nwg;36,46 g/mol;H290;P234-P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;10,249;10,110;10;https://www.itwreagents.com/download_file/tds/181021/en/tds_181021_en.pdf;;https://www.itwreagents.com/download_file/sds/181021/de/sds_181021_de.pdf;https://www.itwreagents.com/download_file/sds/181021/ch/sds_181021_de.pdf;Ja;LC-group.png;flüssig;Maßlösung;Indikator: Methylrot;;;liquid;volumetric solution;Indicator: Methyl Red;;;(E);;Hydrochloric acid                                                                                   
LC;181022.1211;8432647315919;PanReac AppliChem;Salzsäure 0,5 mol/l (0,5N) Maßlösung;Hydrochloric Acid 0.5 mol/l (0.5N) volumetric solution;1000;ml;MLT;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/III;Ja;1,007 kg/l;;;72;8 B;nwg;36,46 g/mol;H290;P234-P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;1,087;1,007;1;https://www.itwreagents.com/download_file/tds/181022/en/tds_181022_en.pdf;;https://www.itwreagents.com/download_file/sds/181022/de/sds_181022_de.pdf;https://www.itwreagents.com/download_file/sds/181022/ch/sds_181022_de.pdf;Ja;181022.1211.png;flüssig;Maßlösung;Indikator: Methylrot;;;liquid;volumetric solution;Indicator: Methyl Red;;;(E);;Hydrochloric acid                                                                                   
LC;181022.1214;8432647315933;PanReac AppliChem;Salzsäure 0,5 mol/l (0,5N) Maßlösung;Hydrochloric Acid 0.5 mol/l (0.5N) volumetric solution;5;L;LTR;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/III;Ja;1,007 kg/l;;;72;8 B;nwg;36,46 g/mol;H290;P234-P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;5,340;5,035;5;https://www.itwreagents.com/download_file/tds/181022/en/tds_181022_en.pdf;;https://www.itwreagents.com/download_file/sds/181022/de/sds_181022_de.pdf;https://www.itwreagents.com/download_file/sds/181022/ch/sds_181022_de.pdf;Ja;181022.1214.png;flüssig;Maßlösung;Indikator: Methylrot;;;liquid;volumetric solution;Indicator: Methyl Red;;;(E);;Hydrochloric acid                                                                                   
LC;181022.1315;8432647315940;PanReac AppliChem;Salzsäure 0,5 mol/l (0,5N) Maßlösung;Hydrochloric Acid 0.5 mol/l (0.5N) volumetric solution;10;L;LTR;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/III;Nein;1,007 kg/l;;;72;8 B;nwg;36,46 g/mol;H290;P234-P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;10,209;10,070;10;https://www.itwreagents.com/download_file/tds/181022/en/tds_181022_en.pdf;;https://www.itwreagents.com/download_file/sds/181022/de/sds_181022_de.pdf;https://www.itwreagents.com/download_file/sds/181022/ch/sds_181022_de.pdf;Ja;LC-group.png;flüssig;Maßlösung;Indikator: Methylrot;;;liquid;volumetric solution;Indicator: Methyl Red;;;(E);;Hydrochloric acid                                                                                   
LC;181023.0715;8432647439448;PanReac AppliChem;Salzsäure 0,1 mol/l (0,1N) (Reag. Ph. Eur.) Maßlösung;Hydrochloric Acid 0.1 mol/l (0.1N) (Reag. Ph. Eur.) volumetric solution;10;L;LTR;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;;;CHLORWASSERSTOFFSÄURE;;Nein;1,001 kg/l;;;72;8 B;nwg;36,46 g/mol;H290;P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;;10,010;10;https://www.itwreagents.com/download_file/tds/181023/en/tds_181023_en.pdf;;https://www.itwreagents.com/download_file/sds/181023/de/sds_181023_de.pdf;https://www.itwreagents.com/download_file/sds/181023/ch/sds_181023_de.pdf;Ja;LC-group.png;flüssig;Maßlösung;;;;liquid;volumetric solution;Standardised against Tris (Hydroxymethyl) Aminomethane;;;;;Hydrochloric acid
LC;181023.1211;8432647315988;PanReac AppliChem;Salzsäure 0,1 mol/l (0,1N) (Reag. Ph. Eur.) Maßlösung;Hydrochloric Acid 0.1 mol/l (0.1N) (Reag. Ph. Eur.) volumetric solution;1000;ml;MLT;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;;;CHLORWASSERSTOFFSÄURE;;Nein;1,001 kg/l;;;72;8 B;nwg;36,46 g/mol;H290;P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;1,081;1,001;1;https://www.itwreagents.com/download_file/tds/181023/en/tds_181023_en.pdf;;https://www.itwreagents.com/download_file/sds/181023/de/sds_181023_de.pdf;https://www.itwreagents.com/download_file/sds/181023/ch/sds_181023_de.pdf;Ja;181023.1211.png;flüssig;Maßlösung;;;;liquid;volumetric solution;Standardised against Tris (Hydroxymethyl) Aminomethane;;;;;Hydrochloric acid
LC;181023.1212;8432647315995;PanReac AppliChem;Salzsäure 0,1 mol/l (0,1N) (Reag. Ph. Eur.) Maßlösung;Hydrochloric Acid 0.1 mol/l (0.1N) (Reag. Ph. Eur.) volumetric solution;2,5;L;LTR;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;;;CHLORWASSERSTOFFSÄURE;;Nein;1,001 kg/l;;;72;8 B;nwg;36,46 g/mol;H290;P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;2,666;2,503;2,5;https://www.itwreagents.com/download_file/tds/181023/en/tds_181023_en.pdf;;https://www.itwreagents.com/download_file/sds/181023/de/sds_181023_de.pdf;https://www.itwreagents.com/download_file/sds/181023/ch/sds_181023_de.pdf;Ja;LC-group.png;flüssig;Maßlösung;;;;liquid;volumetric solution;Standardised against Tris (Hydroxymethyl) Aminomethane;;;;;Hydrochloric acid
LC;181023.1214;8432647316008;PanReac AppliChem;Salzsäure 0,1 mol/l (0,1N) (Reag. Ph. Eur.) Maßlösung;Hydrochloric Acid 0.1 mol/l (0.1N) (Reag. Ph. Eur.) volumetric solution;5;L;LTR;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;;;CHLORWASSERSTOFFSÄURE;;Nein;1,001 kg/l;;;72;8 B;nwg;36,46 g/mol;H290;P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;5,500;5,005;5;https://www.itwreagents.com/download_file/tds/181023/en/tds_181023_en.pdf;;https://www.itwreagents.com/download_file/sds/181023/de/sds_181023_de.pdf;https://www.itwreagents.com/download_file/sds/181023/ch/sds_181023_de.pdf;Ja;181023.1214.png;flüssig;Maßlösung;;;;liquid;volumetric solution;Standardised against Tris (Hydroxymethyl) Aminomethane;;;;;Hydrochloric acid
LC;181023.1315;8432647316015;PanReac AppliChem;Salzsäure 0,1 mol/l (0,1N) (Reag. Ph. Eur.) Maßlösung;Hydrochloric Acid 0.1 mol/l (0.1N) (Reag. Ph. Eur.) volumetric solution;10;L;LTR;Chemica;7647-01-0;6.2;32140000;;28061000;231-595-7;HCl;;;CHLORWASSERSTOFFSÄURE;;Nein;1,001 kg/l;;;72;8 B;nwg;36,46 g/mol;H290;P390-P406;Achtung;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;10,149;10,010;10;https://www.itwreagents.com/download_file/tds/181023/en/tds_181023_en.pdf;;https://www.itwreagents.com/download_file/sds/181023/de/sds_181023_de.pdf;https://www.itwreagents.com/download_file/sds/181023/ch/sds_181023_de.pdf;Ja;LC-group.png;flüssig;Maßlösung;;;;liquid;volumetric solution;Standardised against Tris (Hydroxymethyl) Aminomethane;;;;;Hydrochloric acid
LC;181039.1611;8432647316022;PanReac AppliChem;Salpetersäure 1 mol/l (1N) Maßlösung;Nitric Acid 1 mol/l (1N) volumetric solution;1000;ml;MLT;Chemica;7697-37-2;6.2;32140000;;28080000;231-714-2;HNO?;UN2031;(E);SALPETERSÄURE;8/II;Ja;1,036 kg/l;~ - 10 °C;;72;8 B;1;63,01 g/mol;H290-H314;P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P321-P338-P363-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Ja;***Produkt unterliegt der Verordnung (EU) 2019/1148.***;Nein;Ja;;1,721;1,036;1;https://www.itwreagents.com/download_file/tds/181039/en/tds_181039_en.pdf;;https://www.itwreagents.com/download_file/sds/181039/de/sds_181039_de.pdf;https://www.itwreagents.com/download_file/sds/181039/ch/sds_181039_de.pdf;Ja;LC-group.png;flüssig;Maßlösung;Indikator: Methylrot;;;liquid;volumetric solution;Indicator: Methyl Red;;;(E);;Nitric acid                                                                                         
LC;181040.1611;8432647316060;PanReac AppliChem;Salpetersäure 0,1 mol/l (0,1N) Maßlösung;Nitric Acid 0.1 mol/l (0.1N) volumetric solution;1000;ml;MLT;Chemica;7697-37-2;6.2;32140000;;28080000;231-714-2;HNO?;UN2031;(E);SALPETERSÄURE;8/II;Ja;1,002 kg/l;;;72;8 B;1;63,01 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;1,687;1,002;1;https://www.itwreagents.com/download_file/tds/181040/en/tds_181040_en.pdf;;https://www.itwreagents.com/download_file/sds/181040/de/sds_181040_de.pdf;https://www.itwreagents.com/download_file/sds/181040/ch/sds_181040_de.pdf;Ja;LC-group.png;flüssig;Maßlösung;Indikator: Methylrot;;;liquid;volumetric solution;Indicator: Methyl Red;;;(E);;Nitric acid                                                                                         
LC;181042.1211;8432647316077;PanReac AppliChem;Oxalsäure 0,5 mol/l (1N) Maßlösung;Oxalic Acid 0.5 mol/l (1N) volumetric solution;1000;ml;MLT;Chemica;6153-56-6;6.2;32150000;;29171100;205-634-3;C?H?O?.2H?O;;;;;Nein;1,019 kg/l;;;48;10 - 13;1;126,07 g/mol;H318;P270-P280-P305+P351+P338-P311-P312-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;1,099;1,019;1;https://www.itwreagents.com/download_file/tds/181042/en/tds_181042_en.pdf;;https://www.itwreagents.com/download_file/sds/181042/de/sds_181042_de.pdf;https://www.itwreagents.com/download_file/sds/181042/ch/sds_181042_de.pdf;Ja;LC-group.png;flüssig;Maßlösung;;;;liquid;volumetric solution;;;;;;
